Cst_Cnt,Btl_Cnt,Sta_ID,Depth_ID,Depthm,T_degC,Salnty
20,592,081.0 117.0,19-4903HO-HY-073-0073-08101170-0041A-3,41,13.51,33.17
20,593,081.0 117.0,19-4903HO-HY-073-0073-08101170-0050A-7,50,13.48,33.217
20,594,081.0 117.0,19-4903HO-HY-073-0073-08101170-0060A-3,60,13.47,33.26
20,595,081.0 117.0,19-4903HO-HY-073-0073-08101170-0075A-7,75,13.43,33.159
20,596,081.0 117.0,19-4903HO-HY-073-0073-08101170-0079A-3,79,13.42,33.13
20,597,081.0 117.0,19-4903HO-HY-073-0073-08101170-0100A-7,100,13.5,33.247
20,598,081.0 117.0,19-4903HO-HY-073-0073-08101170-0118A-3,118,13.56,33.42
20,599,081.0 117.0,19-4903HO-HY-073-0073-08101170-0125A-7,125,13.27,33.379
20,600,081.0 117.0,19-4903HO-HY-073-0073-08101170-0150A-7,150,12.03,33.209
20,601,081.0 117.0,19-4903HO-HY-073-0073-08101170-0158A-3,158,11.56,33.15
20,602,081.0 117.0,19-4903HO-HY-073-0073-08101170-0200A-7,200,9.83,33.323
20,603,081.0 117.0,19-4903HO-HY-073-0073-08101170-0234A-3,234,8.79,33.6
20,604,081.0 117.0,19-4903HO-HY-073-0073-08101170-0250A-7,250,8.53,33.699
20,605,081.0 117.0,19-4903HO-HY-073-0073-08101170-0300A-7,300,8,33.958
20,606,081.0 117.0,19-4903HO-HY-073-0073-08101170-0310A-3,310,7.95,34
20,607,081.0 117.0,19-4903HO-HY-073-0073-08101170-0400A-7,400,6.99,33.959
20,608,081.0 117.0,19-4903HO-HY-073-0073-08101170-0491A-3,491,6.13,33.95
20,609,081.0 117.0,19-4903HO-HY-073-0073-08101170-0500A-7,500,6.08,33.959
20,610,081.0 117.0,19-4903HO-HY-073-0073-08101170-0600A-7,600,5.52,34.057
20,611,081.0 117.0,19-4903HO-HY-073-0073-08101170-0700A-7,700,4.95,34.16
20,612,081.0 117.0,19-4903HO-HY-073-0073-08101170-0766A-3,766,4.58,34.23
21,613,081.0 127.0,19-4903HO-HY-073-0636-08101270-0000B-3,0,14,33.22
21,614,081.0 127.0,19-4903HO-HY-073-0636-08101270-0009A-3,9,13.97,33.15
21,615,081.0 127.0,19-4903HO-HY-073-0636-08101270-0010A-7,10,13.94,33.15
21,616,081.0 127.0,19-4903HO-HY-073-0636-08101270-0020A-7,20,13.6,33.15
21,617,081.0 127.0,19-4903HO-HY-073-0636-08101270-0022A-3,22,13.52,33.15
21,618,081.0 127.0,19-4903HO-HY-073-0636-08101270-0030A-7,30,13.44,33.234
21,619,081.0 127.0,19-4903HO-HY-073-0636-08101270-0041A-3,41,13.32,33.3
21,620,081.0 127.0,19-4903HO-HY-073-0636-08101270-0050A-7,50,13.35,33.235
21,621,081.0 127.0,19-4903HO-HY-073-0636-08101270-0057A-3,57,13.38,33.19
21,622,081.0 127.0,19-4903HO-HY-073-0636-08101270-0074A-3,74,13.34,33.37
21,623,081.0 127.0,19-4903HO-HY-073-0636-08101270-0075A-7,75,13.33,33.369
21,624,081.0 127.0,19-4903HO-HY-073-0636-08101270-0100A-7,100,13.17,33.34
21,625,081.0 127.0,19-4903HO-HY-073-0636-08101270-0113A-3,113,13.08,33.19
21,626,081.0 127.0,19-4903HO-HY-073-0636-08101270-0125A-7,125,12.29,33.285
21,627,081.0 127.0,19-4903HO-HY-073-0636-08101270-0150A-7,150,10.54,33.208
21,628,081.0 127.0,19-4903HO-HY-073-0636-08101270-0155A-3,155,10.17,33.19
21,629,081.0 127.0,19-4903HO-HY-073-0636-08101270-0200A-7,200,9.96,33.614
21,630,081.0 127.0,19-4903HO-HY-073-0636-08101270-0238A-3,238,9.79,34
21,631,081.0 127.0,19-4903HO-HY-073-0636-08101270-0250A-7,250,9.56,34.041
21,632,081.0 127.0,19-4903HO-HY-073-0636-08101270-0300A-7,300,8.52,34.135
21,633,081.0 127.0,19-4903HO-HY-073-0636-08101270-0322A-3,322,8.01,34.14
21,634,081.0 127.0,19-4903HO-HY-073-0636-08101270-0400A-7,400,7.06,34.213
21,635,081.0 127.0,19-4903HO-HY-073-0636-08101270-0500A-7,500,6.28,34.239
21,636,081.0 127.0,19-4903HO-HY-073-0636-08101270-0519A-3,519,6.19,34.25
21,637,081.0 127.0,19-4903HO-HY-073-0636-08101270-0600A-7,600,5.59,34.237
21,638,081.0 127.0,19-4903HO-HY-073-0636-08101270-0700A-7,700,4.96,34.225
21,639,081.0 127.0,19-4903HO-HY-073-0636-08101270-0793A-3,793,4.47,34.22
21,640,081.0 127.0,19-4903HO-HY-073-0636-08101270-0800A-7,800,4.45,34.22
21,641,081.0 127.0,19-4903HO-HY-073-0636-08101270-0900A-7,900,4.2,34.22
21,642,081.0 127.0,19-4903HO-HY-073-0636-08101270-1000A-7,1000,3.95,34.22
21,643,081.0 127.0,19-4903HO-HY-073-0636-08101270-1100A-7,1100,3.7,34.22
21,644,081.0 127.0,19-4903HO-HY-073-0636-08101270-1200A-7,1200,3.45,34.22
21,645,081.0 127.0,19-4903HO-HY-073-0636-08101270-1234A-3,1234,3.36,34.22
22,646,081.0 107.0,19-4903HO-HY-073-2030-08101070-0000B-3,0,13.9,33.17
22,647,081.0 107.0,19-4903HO-HY-073-2030-08101070-0010A-3,10,13.13,33.15
22,648,081.0 107.0,19-4903HO-HY-073-2030-08101070-0020A-7,20,12.84,33.137
22,649,081.0 107.0,19-4903HO-HY-073-2030-08101070-0025A-3,25,12.8,33.13
22,650,081.0 107.0,19-4903HO-HY-073-2030-08101070-0030A-7,30,12.8,33.13
22,651,081.0 107.0,19-4903HO-HY-073-2030-08101070-0049A-3,49,12.7,33.13
22,652,081.0 107.0,19-4903HO-HY-073-2030-08101070-0050A-7,50,12.66,33.127
22,653,081.0 107.0,19-4903HO-HY-073-2030-08101070-0074A-3,74,11.62,33.06
22,654,081.0 107.0,19-4903HO-HY-073-2030-08101070-0075A-7,75,11.59,33.061
22,655,081.0 107.0,19-4903HO-HY-073-2030-08101070-0099A-3,99,10.89,33.12
22,656,081.0 107.0,19-4903HO-HY-073-2030-08101070-0100A-7,100,10.85,33.124
22,657,081.0 107.0,19-4903HO-HY-073-2030-08101070-0125A-7,125,9.96,33.249
22,658,081.0 107.0,19-4903HO-HY-073-2030-08101070-0148A-3,148,9.2,33.4
22,659,081.0 107.0,19-4903HO-HY-073-2030-08101070-0150A-7,150,9.16,33.415
22,660,081.0 107.0,19-4903HO-HY-073-2030-08101070-0195A-3,195,8.42,33.73
22,661,081.0 107.0,19-4903HO-HY-073-2030-08101070-0200A-7,200,8.34,33.755
22,662,081.0 107.0,19-4903HO-HY-073-2030-08101070-0250A-7,250,7.6,33.943
22,663,081.0 107.0,19-4903HO-HY-073-2030-08101070-0279A-3,279,7.22,34
22,664,081.0 107.0,19-4903HO-HY-073-2030-08101070-0300A-7,300,7.02,33.985
22,665,081.0 107.0,19-4903HO-HY-073-2030-08101070-0400A-7,400,6.27,33.962
22,666,081.0 107.0,19-4903HO-HY-073-2030-08101070-0406A-3,406,6.24,33.96
22,667,081.0 107.0,19-4903HO-HY-073-2030-08101070-0500A-7,500,5.64,34.035
22,668,081.0 107.0,19-4903HO-HY-073-2030-08101070-0600A-7,600,5.08,34.119
22,669,081.0 107.0,19-4903HO-HY-073-2030-08101070-0700A-7,700,4.6,34.207
22,670,081.0 107.0,19-4903HO-HY-073-2030-08101070-0714A-3,714,4.54,34.22
22,671,081.0 107.0,19-4903HO-HY-073-2030-08101070-0800A-7,800,4.23,34.98
22,672,081.0 107.0,19-4903HO-HY-073-2030-08101070-0900A-7,900,3.87,33.93
22,673,081.0 107.0,19-4903HO-HY-073-2030-08101070-1000A-7,1000,3.51,33.93
22,674,081.0 107.0,19-4903HO-HY-073-2030-08101070-1100A-7,1100,3.15,33.93
22,675,081.0 107.0,19-4903HO-HY-073-2030-08101070-1110A-3,1110,3.11,33.93
23,676,081.0 097.0,19-4903HO-HY-074-0224-08100970-0000B-3,0,13.9,33.08
23,677,081.0 097.0,19-4903HO-HY-074-0224-08100970-0008A-3,8,13.73,33.19
23,678,081.0 097.0,19-4903HO-HY-074-0224-08100970-0010A-7,10,13.67,33.19
23,679,081.0 097.0,19-4903HO-HY-074-0224-08100970-0019A-3,19,13.37,33.15
23,680,081.0 097.0,19-4903HO-HY-074-0224-08100970-0020A-7,20,13.36,33.15
23,681,081.0 097.0,19-4903HO-HY-074-0224-08100970-0030A-7,30,13.19,33.142
23,682,081.0 097.0,19-4903HO-HY-074-0224-08100970-0037A-3,37,13,33.13
23,683,081.0 097.0,19-4903HO-HY-074-0224-08100970-0050A-7,50,12.02,33.027
23,684,081.0 097.0,19-4903HO-HY-074-0224-08100970-0054A-3,54,11.69,33.01
23,685,081.0 097.0,19-4903HO-HY-074-0224-08100970-0071A-3,71,10.87,33.21
23,686,081.0 097.0,19-4903HO-HY-074-0224-08100970-0075A-7,75,10.72,33.222
23,687,081.0 097.0,19-4903HO-HY-074-0224-08100970-0100A-7,100,9.9,33.26
23,688,081.0 097.0,19-4903HO-HY-074-0224-08100970-0107A-3,107,9.72,33.26
23,689,081.0 097.0,19-4903HO-HY-074-0224-08100970-0125A-7,125,9.22,33.405
23,690,081.0 097.0,19-4903HO-HY-074-0224-08100970-0143A-3,143,8.78,33.57
23,691,081.0 097.0,19-4903HO-HY-074-0224-08100970-0150A-7,150,8.66,33.616
23,692,081.0 097.0,19-4903HO-HY-074-0224-08100970-0200A-7,200,8.01,33.847
23,693,081.0 097.0,19-4903HO-HY-074-0224-08100970-0205A-3,205,7.96,33.86
23,694,081.0 097.0,19-4903HO-HY-074-0224-08100970-0250A-7,250,7.42,33.925
23,695,081.0 097.0,19-4903HO-HY-074-0224-08100970-0260A-3,260,7.3,33.93
23,696,081.0 097.0,19-4903HO-HY-074-0224-08100970-0300A-7,300,6.76,33.953
23,697,081.0 097.0,19-4903HO-HY-074-0224-08100970-0374A-3,374,5.9,34
23,698,081.0 097.0,19-4903HO-HY-074-0224-08100970-0391A-3,391,5.77,34.02
23,699,081.0 097.0,19-4903HO-HY-074-0224-08100970-0400A-7,400,5.7,33.68
23,700,081.0 097.0,19-4903HO-HY-074-0224-08100970-0500A-7,500,4.92,33.86
23,701,081.0 097.0,19-4903HO-HY-074-0224-08100970-0593A-3,593,4.19,33.86
24,702,082.0 097.0,19-4903HO-HY-074-0306-08200970-0000B-3,0,13.7,33.12
24,703,082.0 097.0,19-4903HO-HY-074-0306-08200970-0009A-3,9,13.26,33.15
24,704,082.0 097.0,19-4903HO-HY-074-0306-08200970-0010A-7,10,13.22,33.15
24,705,082.0 097.0,19-4903HO-HY-074-0306-08200970-0020A-7,20,12.86,33.15
24,706,082.0 097.0,19-4903HO-HY-074-0306-08200970-0023A-3,23,12.76,33.15
24,707,082.0 097.0,19-4903HO-HY-074-0306-08200970-0030A-7,30,12.46,33.179
24,708,082.0 097.0,19-4903HO-HY-074-0306-08200970-0046A-3,46,11.72,33.24
24,709,082.0 097.0,19-4903HO-HY-074-0306-08200970-0050A-7,50,11.54,33.229
24,710,082.0 097.0,19-4903HO-HY-074-0306-08200970-0067A-3,67,10.78,33.19
24,711,082.0 097.0,19-4903HO-HY-074-0306-08200970-0075A-7,75,10.41,33.217
24,712,082.0 097.0,19-4903HO-HY-074-0306-08200970-0089A-3,89,9.83,33.3
24,713,082.0 097.0,19-4903HO-HY-074-0306-08200970-0100A-7,100,9.53,33.394
24,714,082.0 097.0,19-4903HO-HY-074-0306-08200970-0125A-7,125,9.03,33.611
24,715,082.0 097.0,19-4903HO-HY-074-0306-08200970-0134A-3,134,8.92,33.69
24,716,082.0 097.0,19-4903HO-HY-074-0306-08200970-0150A-7,150,8.68,33.783
24,717,082.0 097.0,19-4903HO-HY-074-0306-08200970-0181A-3,181,8.31,33.91
24,718,082.0 097.0,19-4903HO-HY-074-0306-08200970-0200A-7,200,8.13,33.939
24,719,082.0 097.0,19-4903HO-HY-074-0306-08200970-0250A-7,250,7.71,33.939
24,720,082.0 097.0,19-4903HO-HY-074-0306-08200970-0275A-3,275,7.52,33.95
24,721,082.0 097.0,19-4903HO-HY-074-0306-08200970-0300A-7,300,7.25,33.963
24,722,082.0 097.0,19-4903HO-HY-074-0306-08200970-0368A-3,368,6.56,33.8
24,723,082.0 097.0,19-4903HO-HY-074-0306-08200970-0400A-7,400,6.35,34.015
24,724,082.0 097.0,19-4903HO-HY-074-0306-08200970-0500A-7,500,5.85,34.065
24,725,082.0 097.0,19-4903HO-HY-074-0306-08200970-0552A-3,552,5.67,34.09
24,726,082.0 097.0,19-4903HO-HY-074-0306-08200970-0600A-7,600,5.45,34.099
24,727,082.0 097.0,19-4903HO-HY-074-0306-08200970-0700A-7,700,5.03,34.121
24,728,082.0 097.0,19-4903HO-HY-074-0306-08200970-0800A-7,800,4.63,34.147
24,729,082.0 097.0,19-4903HO-HY-074-0306-08200970-0842A-3,842,4.48,34.16
24,730,082.0 097.0,19-4903HO-HY-074-0306-08200970-0900A-7,900,4.31,34.211
24,731,082.0 097.0,19-4903HO-HY-074-0306-08200970-1000A-7,1000,4.03,34.299
24,732,082.0 097.0,19-4903HO-HY-074-0306-08200970-1100A-7,1100,3.74,34.388
24,733,082.0 097.0,19-4903HO-HY-074-0306-08200970-1190A-3,1190,3.48,34.47
25,734,082.0 087.0,19-4903HO-HY-074-0948-08200870-0000B-3,0,13.9,33.13
25,735,082.0 087.0,19-4903HO-HY-074-0948-08200870-0010A-3,10,13.44,33.12
25,736,082.0 087.0,19-4903HO-HY-074-0948-08200870-0020A-7,20,13.2,33.169
25,737,082.0 087.0,19-4903HO-HY-074-0948-08200870-0024A-3,24,13.13,33.19
25,738,082.0 087.0,19-4903HO-HY-074-0948-08200870-0030A-7,30,13.02,33.185
25,739,082.0 087.0,19-4903HO-HY-074-0948-08200870-0047A-3,47,12.59,33.15
25,740,082.0 087.0,19-4903HO-HY-074-0948-08200870-0050A-7,50,12.44,33.158
25,741,082.0 087.0,19-4903HO-HY-074-0948-08200870-0070A-3,70,11.4,33.21
25,742,082.0 087.0,19-4903HO-HY-074-0948-08200870-0075A-7,75,11.23,33.196
25,743,082.0 087.0,19-4903HO-HY-074-0948-08200870-0092A-3,92,10.71,33.15
25,744,082.0 087.0,19-4903HO-HY-074-0948-08200870-0100A-7,100,10.4,33.18
25,745,082.0 087.0,19-4903HO-HY-074-0948-08200870-0125A-7,125,9.5,33.349
25,746,082.0 087.0,19-4903HO-HY-074-0948-08200870-0138A-3,138,9.09,33.48
25,747,082.0 087.0,19-4903HO-HY-074-0948-08200870-0150A-7,150,8.9,33.601
25,748,082.0 087.0,19-4903HO-HY-074-0948-08200870-0186A-3,186,8.56,33.93
25,749,082.0 087.0,19-4903HO-HY-074-0948-08200870-0200A-7,200,8.43,33.988
25,750,082.0 087.0,19-4903HO-HY-074-0948-08200870-0250A-7,250,7.95,34.026
25,751,082.0 087.0,19-4903HO-HY-074-0948-08200870-0279A-3,279,7.67,34.07
25,752,082.0 087.0,19-4903HO-HY-074-0948-08200870-0300A-7,300,7.43,34.061
25,753,082.0 087.0,19-4903HO-HY-074-0948-08200870-0370A-3,370,6.64,34.02
25,754,082.0 087.0,19-4903HO-HY-074-0948-08200870-0400A-7,400,6.36,34.046
25,755,082.0 087.0,19-4903HO-HY-074-0948-08200870-0500A-7,500,5.58,34.167
25,756,082.0 087.0,19-4903HO-HY-074-0948-08200870-0553A-3,553,5.26,34.25
25,757,082.0 087.0,19-4903HO-HY-074-0948-08200870-0600A-7,600,5.11,34.27
25,758,082.0 087.0,19-4903HO-HY-074-0948-08200870-0700A-7,700,4.79,34.313
25,759,082.0 087.0,19-4903HO-HY-074-0948-08200870-0800A-7,800,4.47,34.358
25,760,082.0 087.0,19-4903HO-HY-074-0948-08200870-0890A-3,890,4.18,34.4
26,761,082.0 077.0,19-4903HO-HY-074-1606-08200770-0000B-3,0,13.6,33.13
26,762,082.0 077.0,19-4903HO-HY-074-1606-08200770-0009A-3,9,12.98,33.15
26,763,082.0 077.0,19-4903HO-HY-074-1606-08200770-0010A-7,10,12.93,33.149
26,764,082.0 077.0,19-4903HO-HY-074-1606-08200770-0020A-7,20,12.56,33.132
26,765,082.0 077.0,19-4903HO-HY-074-1606-08200770-0021A-3,21,12.54,33.13
26,766,082.0 077.0,19-4903HO-HY-074-1606-08200770-0030A-7,30,12.5,33.131
26,767,082.0 077.0,19-4903HO-HY-074-1606-08200770-0041A-3,41,12.48,33.15
26,768,082.0 077.0,19-4903HO-HY-074-1606-08200770-0050A-7,50,12.18,33.177
26,769,082.0 077.0,19-4903HO-HY-074-1606-08200770-0060A-3,60,11.8,33.24
26,770,082.0 077.0,19-4903HO-HY-074-1606-08200770-0075A-7,75,11.44,33.441
26,771,082.0 077.0,19-4903HO-HY-074-1606-08200770-0078A-3,78,11.38,33.48
26,772,082.0 077.0,19-4903HO-HY-074-1606-08200770-0100A-7,100,10.83,33.457
26,773,082.0 077.0,19-4903HO-HY-074-1606-08200770-0116A-3,116,10.37,33.39
26,774,082.0 077.0,19-4903HO-HY-074-1606-08200770-0125A-7,125,10.02,33.435
26,775,082.0 077.0,19-4903HO-HY-074-1606-08200770-0150A-7,150,9.05,33.607
26,776,082.0 077.0,19-4903HO-HY-074-1606-08200770-0154A-3,154,8.9,33.64
26,777,082.0 077.0,19-4903HO-HY-074-1606-08200770-0200A-7,200,8.05,33.864
26,778,082.0 077.0,19-4903HO-HY-074-1606-08200770-0235A-3,235,7.7,33.96
26,779,082.0 077.0,19-4903HO-HY-074-1606-08200770-0250A-7,250,7.49,33.968
26,780,082.0 077.0,19-4903HO-HY-074-1606-08200770-0300A-7,300,6.86,33.96
26,781,082.0 077.0,19-4903HO-HY-074-1606-08200770-0312A-3,312,6.72,33.95
26,782,082.0 077.0,19-4903HO-HY-074-1606-08200770-0376A-3,376,6.19,33.98
26,783,082.0 077.0,19-4903HO-HY-074-1606-08200770-0400A-7,400,6.04,33.999
26,784,082.0 077.0,19-4903HO-HY-074-1606-08200770-0500A-7,500,5.49,34.083
26,785,082.0 077.0,19-4903HO-HY-074-1606-08200770-0600A-7,600,5.09,34.17
26,786,082.0 077.0,19-4903HO-HY-074-1606-08200770-0634A-3,634,4.98,34.2
26,787,082.0 077.0,19-4903HO-HY-074-1606-08200770-0700A-7,700,4.79,34.221
26,788,082.0 077.0,19-4903HO-HY-074-1606-08200770-0800A-7,800,4.49,34.253
26,789,082.0 077.0,19-4903HO-HY-074-1606-08200770-0900A-7,900,4.19,34.288
26,790,082.0 077.0,19-4903HO-HY-074-1606-08200770-1000A-7,1000,3.9,34.323
26,791,082.0 077.0,19-4903HO-HY-074-1606-08200770-1020A-3,1020,3.84,34.33
27,792,082.0 067.0,19-4903HO-HY-074-2154-08200670-0000B-3,0,14.2,33.37
27,793,082.0 067.0,19-4903HO-HY-074-2154-08200670-0009A-3,9,13.66,33.33
27,794,082.0 067.0,19-4903HO-HY-074-2154-08200670-0010A-7,10,13.62,33.326
27,795,082.0 067.0,19-4903HO-HY-074-2154-08200670-0020A-7,20,13.29,33.289
27,796,082.0 067.0,19-4903HO-HY-074-2154-08200670-0023A-3,23,13.2,33.28
27,797,082.0 067.0,19-4903HO-HY-074-2154-08200670-0030A-7,30,12.88,33.28
27,798,082.0 067.0,19-4903HO-HY-074-2154-08200670-0045A-3,45,12.17,33.28
27,799,082.0 067.0,19-4903HO-HY-074-2154-08200670-0050A-7,50,11.96,33.28
27,800,082.0 067.0,19-4903HO-HY-074-2154-08200670-0067A-3,67,11.32,33.28
27,801,082.0 067.0,19-4903HO-HY-074-2154-08200670-0075A-7,75,11.05,33.291
27,802,082.0 067.0,19-4903HO-HY-074-2154-08200670-0089A-3,89,10.59,33.33
27,803,082.0 067.0,19-4903HO-HY-074-2154-08200670-0100A-7,100,10.21,33.401
27,804,082.0 067.0,19-4903HO-HY-074-2154-08200670-0125A-7,125,9.43,33.598
27,805,082.0 067.0,19-4903HO-HY-074-2154-08200670-0134A-3,134,9.18,33.68
27,806,082.0 067.0,19-4903HO-HY-074-2154-08200670-0150A-7,150,8.84,33.806
27,807,082.0 067.0,19-4903HO-HY-074-2154-08200670-0180A-3,180,8.34,34
27,808,082.0 067.0,19-4903HO-HY-074-2154-08200670-0200A-7,200,8.1,33.984
27,809,082.0 067.0,19-4903HO-HY-074-2154-08200670-0250A-7,250,7.56,33.962
27,810,082.0 067.0,19-4903HO-HY-074-2154-08200670-0274A-3,274,7.35,33.96
27,811,082.0 067.0,19-4903HO-HY-074-2154-08200670-0300A-7,300,7.01,33.961
27,812,082.0 067.0,19-4903HO-HY-074-2154-08200670-0365A-3,365,6.24,33.98
27,813,082.0 067.0,19-4903HO-HY-074-2154-08200670-0400A-7,400,6.04,33.987
27,814,082.0 067.0,19-4903HO-HY-074-2154-08200670-0500A-7,500,5.67,34.02
27,815,082.0 067.0,19-4903HO-HY-074-2154-08200670-0545A-3,545,5.6,34.04
27,816,082.0 067.0,19-4903HO-HY-074-2154-08200670-0600A-7,600,5.37,34.103
27,817,082.0 067.0,19-4903HO-HY-074-2154-08200670-0700A-7,700,4.97,34.218
27,818,082.0 067.0,19-4903HO-HY-074-2154-08200670-0800A-7,800,4.57,34.335
27,819,082.0 067.0,19-4903HO-HY-074-2154-08200670-0821A-3,821,4.49,34.36
27,820,082.0 067.0,19-4903HO-HY-074-2154-08200670-0900A-7,900,4.27,34.36
27,821,082.0 067.0,19-4903HO-HY-074-2154-08200670-1000A-7,1000,3.98,34.36
27,822,082.0 067.0,19-4903HO-HY-074-2154-08200670-1100A-7,1100,3.7,34.36
27,823,082.0 067.0,19-4903HO-HY-074-2154-08200670-1200A-7,1200,3.41,34.36
27,824,082.0 067.0,19-4903HO-HY-074-2154-08200670-1201A-3,1201,3.41,34.2
28,825,092.0 039.0,19-4903NS-HY-059-2242-09200390-0000B-3,0,14.37,33.55
28,826,092.0 039.0,19-4903NS-HY-059-2242-09200390-0009A-3,9,14.23,33.55
28,827,092.0 039.0,19-4903NS-HY-059-2242-09200390-0010A-7,10,14.22,33.55
28,828,092.0 039.0,19-4903NS-HY-059-2242-09200390-0020A-7,20,14.05,33.546
28,829,092.0 039.0,19-4903NS-HY-059-2242-09200390-0026A-3,26,19.76,33.53
28,830,092.0 039.0,19-4903NS-HY-059-2242-09200390-0030A-7,30,13.83,33.534
28,831,092.0 039.0,19-4903NS-HY-059-2242-09200390-0048A-3,48,13.3,33.49
28,832,092.0 039.0,19-4903NS-HY-059-2242-09200390-0050A-7,50,13.22,33.478
28,833,092.0 039.0,19-4903NS-HY-059-2242-09200390-0074A-3,74,12.08,33.37
28,834,092.0 039.0,19-4903NS-HY-059-2242-09200390-0075A-7,75,12.03,33.371
28,835,092.0 039.0,19-4903NS-HY-059-2242-09200390-0100A-3,100,10.77,33.46
28,836,092.0 039.0,19-4903NS-HY-059-2242-09200390-0125A-7,125,10.13,33.575
28,837,092.0 039.0,19-4903NS-HY-059-2242-09200390-0149A-3,149,9.78,33.71
28,838,092.0 039.0,19-4903NS-HY-059-2242-09200390-0150A-7,150,9.76,33.718
28,839,092.0 039.0,19-4903NS-HY-059-2242-09200390-0198A-3,198,8.99,34.09
28,840,092.0 039.0,19-4903NS-HY-059-2242-09200390-0200A-7,200,8.96,34.09
28,841,092.0 039.0,19-4903NS-HY-059-2242-09200390-0250A-7,250,8.33,34.09
28,842,092.0 039.0,19-4903NS-HY-059-2242-09200390-0298A-3,298,7.8,34.09
28,843,092.0 039.0,19-4903NS-HY-059-2242-09200390-0300A-7,300,7.78,34.089
28,844,092.0 039.0,19-4903NS-HY-059-2242-09200390-0399A-3,399,6.73,34.05
28,845,092.0 039.0,19-4903NS-HY-059-2242-09200390-0400A-7,400,6.73,34.051
28,846,092.0 039.0,19-4903NS-HY-059-2242-09200390-0500A-7,500,6.55,34.183
28,847,092.0 039.0,19-4903NS-HY-059-2242-09200390-0598A-3,598,6.38,34.31
28,848,092.0 039.0,19-4903NS-HY-059-2242-09200390-0600A-7,600,6.37,34.312
28,849,092.0 039.0,19-4903NS-HY-059-2242-09200390-0700A-7,700,5.82,34.374
28,850,092.0 039.0,19-4903NS-HY-059-2242-09200390-0800A-7,800,5.23,34.413
28,851,092.0 039.0,19-4903NS-HY-059-2242-09200390-0896A-3,896,4.63,34.43
28,852,092.0 039.0,19-4903NS-HY-059-2242-09200390-0900A-7,900,4.62,34.43
28,853,092.0 039.0,19-4903NS-HY-059-2242-09200390-1000A-7,1000,4.3,34.419
28,854,092.0 039.0,19-4903NS-HY-059-2242-09200390-1100A-7,1100,3.98,34.41
28,855,092.0 039.0,19-4903NS-HY-059-2242-09200390-1200A-7,1200,3.66,34.403
28,856,092.0 039.0,19-4903NS-HY-059-2242-09200390-1244A-3,1244,3.52,34.4
29,857,092.0 048.0,19-4903NS-HY-060-0700-09200480-0000B-3,0,13.6,33.42
29,858,092.0 048.0,19-4903NS-HY-060-0700-09200480-0009A-3,9,13.65,33.49
29,859,092.0 048.0,19-4903NS-HY-060-0700-09200480-0010A-7,10,13.64,33.49
29,860,092.0 048.0,19-4903NS-HY-060-0700-09200480-0020A-7,20,13.57,33.49
29,861,092.0 048.0,19-4903NS-HY-060-0700-09200480-0025A-3,25,13.52,33.49
29,862,092.0 048.0,19-4903NS-HY-060-0700-09200480-0030A-7,30,13.51,33.521
29,863,092.0 048.0,19-4903NS-HY-060-0700-09200480-0046A-3,46,13.48,33.6
29,864,092.0 048.0,19-4903NS-HY-060-0700-09200480-0050A-7,50,13.49,33.587
29,865,092.0 048.0,19-4903NS-HY-060-0700-09200480-0070A-3,70,13.52,33.51
29,866,092.0 048.0,19-4903NS-HY-060-0700-09200480-0075A-7,75,13.46,33.516
29,867,092.0 048.0,19-4903NS-HY-060-0700-09200480-0092A-3,92,13.06,33.48
29,868,092.0 048.0,19-4903NS-HY-060-0700-09200480-0100A-7,100,12.56,33.489
29,869,092.0 048.0,19-4903NS-HY-060-0700-09200480-0125A-7,125,10.93,33.574
29,870,092.0 048.0,19-4903NS-HY-060-0700-09200480-0136A-3,136,10.18,33.64
29,871,092.0 048.0,19-4903NS-HY-060-0700-09200480-0150A-7,150,9.79,33.723
29,872,092.0 048.0,19-4903NS-HY-060-0700-09200480-0180A-3,180,9.31,33.89
29,873,092.0 048.0,19-4903NS-HY-060-0700-09200480-0200A-7,200,8.87,33.961
29,874,092.0 048.0,19-4903NS-HY-060-0700-09200480-0250A-7,250,7.87,34.09
29,875,092.0 048.0,19-4903NS-HY-060-0700-09200480-0279A-3,279,7.36,34.13
29,876,092.0 048.0,19-4903NS-HY-060-0700-09200480-0300A-7,300,7.15,34.154
29,877,092.0 048.0,19-4903NS-HY-060-0700-09200480-0381A-3,381,6.63,34.2
29,878,092.0 048.0,19-4903NS-HY-060-0700-09200480-0400A-7,400,6.56,34.203
29,879,092.0 048.0,19-4903NS-HY-060-0700-09200480-0500A-7,500,6.2,34.223
29,880,092.0 048.0,19-4903NS-HY-060-0700-09200480-0582A-3,582,5.9,34.24
30,881,092.0 058.0,19-4903NS-HY-060-1336-09200580-0000B-3,0,13.2,33.49
30,882,092.0 058.0,19-4903NS-HY-060-1336-09200580-0009A-3,9,13.26,33.49
30,883,092.0 058.0,19-4903NS-HY-060-1336-09200580-0010A-7,10,13.26,33.492
30,884,092.0 058.0,19-4903NS-HY-060-1336-09200580-0020A-7,20,13.16,33.517
30,885,092.0 058.0,19-4903NS-HY-060-1336-09200580-0026A-3,26,13.65,33.52
30,886,092.0 058.0,19-4903NS-HY-060-1336-09200580-0030A-7,30,12.96,33.544
30,887,092.0 058.0,19-4903NS-HY-060-1336-09200580-0049A-3,49,12.28,33.6
